RT,Area,Metabolite,Confidence,SampleID
22.3724,1.34E+03,"1,3,5-Triazin-2(1H)-one, 5,6-dihydro-5,5-bis(trifluoromethyl)-4-phenyl-",65.17%,M12-5
22.0346,1.32E+03,4-Phenyl-1-[(3-trifluoromethyl-phenylcarbamoyl)-methyl]-piperidine-4-carboxylic acid ethyl ester,85.13%,M12-5
24.9246,1.31E+03,"Valine, N-methyl-N-allyloxycarbonyl-, undecyl ester",80.24%,M12-5
7.8226,1.29E+03,Phenyl-pentamethyl-disiloxane,57.70%,M12-5
24.8683,1.27E+03,"1-Naphthalenepentanoic acid, á,á-dimethyl-ë-oxo-",63.91%,M12-5
24.4116,1.25E+03,"3,4-Dihydroxyphenethylamine, N-acetyl-6-phenacetyl-",56.75%,M12-5
25.1998,1.20E+03,"1,2-Benzenediol, o-(3-chloropropionyl)-o'-octanoyl-",50.28%,M12-5
21.065,1.18E+03,"6-Hydroxy-9-(2-ethoxy-2-methyl-1,3-dioxan-5-yl)purine",56.92%,M12-5
24.3053,1.17E+03,"Benzoic acid, 3-(2,3-dihydro-1-indolylcarbonyl)-5-nitro-, methyl ester",48.21%,M12-5
25.3124,1.15E+03,"24Xi-(3'-O-methyl-à-l-arabinofuranosyloxy)-5à-cholestane-3á,6à,8á,15à-tetraol",48.21%,M12-5
7.4386,1.13E+03,"N-Bromo-2-methylaziridine, 1,2-trans",50.80%,M12-5
24.3491,1.11E+03,"Butanoic acid, 2-(4,5,6,7-tetrahydro-2-methyl-3-benzofuroylamino)-4-methylthio-",55.19%,M12-5
19.2698,1.09E+03,"3-[2-(2-N-Benzyl-N-methylaminoethyl)-4-hydroxy-5-methoxyphenyl]propionic acid, ethyl ester",46.51%,M12-5
25.1936,1.05E+03,"d-Proline, N-allyloxycarbonyl-, decyl ester",63.04%,M12-5
26.1631,1.04E+03,"Benzamide, N-[1-(5,6-dihydro-3-cyano-4H-cyclopenta[b]thien-2-ylamino)-2,2,2-trifluoro-1-trifluoromethyl]-4-methoxy-",60.70%,M12-5
24.6493,9.89E+02,"Isophthalic acid, butyl 2-formylphenyl ester",46.01%,M12-5
26.4258,9.37E+02,2-Amino-3-cyano-5-[[p-ethoxycarbonyl-N-methylanilino]methylpyrazine,65.49%,M12-5
25.4625,9.31E+02,"Iron, (1,3-di-t-butylcyclopentadienyl)-ü-5-(pentaphosphacyclopentadienyl)-",58.92%,M12-5
26.0818,8.83E+02,"l-Proline, n-heptafluorobutyryl-, ethyl ester",48.54%,M12-5
24.0301,8.03E+02,"Succinic acid, dipentafluorobenzyl ester",61.59%,M12-5
25.9067,8.01E+02,"Methanone, (5-iodo-6-methoxy-2-naphthalenyl)phenyl-",59.65%,M12-5
23.1043,7.37E+02,Propyltrioctyltin,50.23%,M12-5
19.9016,6.90E+02,"á-d-Glucopyranoside, methyl 2,3,4,6-tetrakis-O-(phenylmethyl)-",68.18%,M12-5
26.0693,6.57E+02,"11,15-Dimethyltritriacontane",56.19%,M12-5
22.5538,5.68E+02,"5-Acetoxymethyl-3,4-bis-ethoxycarbonylmethyl-1H-pyrrole-2-carboxylic acid, benzyl ester",45.16%,M12-5
23.5234,5.54E+02,"Hexanenitrile, 2-amino-3,6-bis(dibenzylamino)-",41.17%,M12-5
,,,,
19.3312,180855011,[5988] Sucrose [23.988],0.946,M1-1
9.6178,171087424,"DL-Malic acid, O-trimethylsilyl-, bis(trimethylsilyl) ester",0.963,M1-1
13.7272,108948248,"L-Ascorbic acid, 2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.582,M1-1
13.7117,96503073,"L-Ascorbic acid, 2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.699,M1-1
19.3438,35165923,"Silane, tetramethyl-",0.87,M1-1
12.8296,35001951,DEHYDROASCORBIC ACID(1),0.879,M1-1
12.456,26724254,CITRIC ACID,0.944,M1-1
17.4859,25483954,"2-Propenoic acid, 2,3,3-tris[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.5484,M1-1
8.0094,17815325,[1004] phosphoric acid [9.966],0.916,M1-1
13.1669,10719981,[24749] D-glucose 1 [17.426],0.8869,M1-1
11.5895,7152224,ADONITOL,0.959,M1-1
8.2636,6914430,MALEIC ACID,0.94,M1-1
14.9881,5882201,[892] allo-inositol  [17.245],0.912,M1-1
12.9178,5438252,D-FRUCTOSE,0.912,M1-1
13.8154,5087844,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.9163,M1-1
8.5697,4583897,[444972] fumaric acid [10.94],0.945,M1-1
12.9956,4517456,[2724552] tagatose 2 [17.212],0.8795,M1-1
13.0683,4313767,[835] dehydroascorbic acid  2 [17.139],0.869,M1-1
7.1429,3920583,OXALIC ACID,0.944,M1-1
7.2518,2612481,"Pentasiloxane, dodecamethyl-",0.9606,M1-1
25.7742,2604859,"à-D-Glucopyranoside, 1,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-fructofuranosyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",0.8655,M1-1
9.8721,2289117,"L-Aspartic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester",0.9183,M1-1
11.7659,2284972,[5780] D-sorbitol [17.898],0.6736,M1-1
9.623,1821455,"2-Thiopheneacetic acid, 4-nitrophenyl ester",0.7021,M1-1
13.3744,1730630,[441032] D (+)altrose 2 [17.46],0.8913,M1-1
13.1461,1557629,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.6527,M1-1
6.5825,1349324,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.939,M1-1
19.4188,1106449,"6H,16H-Dibenzo[h,q][1,7,4,10,16]dioxatriazacyclooctadecine, 7,8,9,10,17,18,19,20,21,22-decahydro-8-[(4-methylphenyl)sulfonyl]-",0.5776,M1-1
6.6914,1077050,Methyl 2-[2-(4-chlorophenyl)-5-methyl-1H-imidazol-1-yl]dithiobenzoate,0.6806,M1-1
18.1553,1003936,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.789,M1-1
14.1008,994654,"D-Gluconic acid, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.8426,M1-1
6.9094,983836,"1-(3-Methylbutyl)-2,3,4,6-tetramethylbenzene",0.8264,M1-1
10.007,868439,"L-Threonic acid, tris(trimethylsilyl) ether, trimethylsilyl ester",0.7376,M1-1
6.4735,854659,Methyltris(trimethylsiloxy)silane,0.9138,M1-1
12.7673,778418,[835] dehydroascorbic acid  2 [17.139],0.602,M1-1
10.0122,776104,[33032] L-glutamic acid 3 (dehydrated) [13.232],0.8859,M1-1
14.6249,774085,SINAPIC ACID (1),0.9254,M1-1
8.3933,757276,[439194] glyceric acid [10.735],0.8322,M1-1
16.335,708321,"Octadecanoic acid, trimethylsilyl ester",0.9182,M1-1
12.0461,685510,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",0.8983,M1-1
11.024,639775,"Pentonic acid, 3-deoxy-2,4,5-tris-O-(trimethylsilyl)-, trimethylsilyl ester",0.775,M1-1
13.9504,632230,[6912] xylitol [15.376],0.6617,M1-1
11.8749,619591,"Ribonic acid, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.7329,M1-1
12.731,618327,"Sorbopyranoside, methyl 1,3,4,5-tetrakis-O-(trimethylsilyl)-, L-",0.581,M1-1
10.8891,590130,"Pentonic acid, 3-deoxy-2,4,5-tris-O-(trimethylsilyl)-, trimethylsilyl ester",0.6738,M1-1
14.2669,577601,"D-Gluconic acid, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.9174,M1-1
9.981,568580,"Heptasiloxane, hexadecamethyl-",0.5411,M1-1
12.5287,561001,MUCIC ACID,0.7724,M1-1
13.2862,517062,[736] gluconic acid lactone 3 [17.721],0.6361,M1-1
15.6031,508738,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.7905,M1-1
9.4933,492100,"Arabino-Hexos-2-ulose, 3,4,5,6-tetrakis-O-(trimethylsilyl)-, bis(dimethyl acetal)",0.898,M1-1
13.4315,484690,"1H-Indole-2,3-dione, 1-(tert-butyldimethylsilyl)-7-isobutyl-, 3-[O-(tert-butyldimethylsilyl)oxime]",0.5394,M1-1
6.3334,475103,[11915] benzoylformic acid 2 [13.386],0.4652,M1-1
13.4938,472592,[6251] D-mannitol [17.81],0.7877,M1-1
18.9059,470444,SUC-2b,0.8562,M1-1
12.3522,453930,DEHYDROASCORBIC ACID(2),0.5916,M1-1
17.2733,428823,"D-(-)-Citramalic acid, tert-butyldimethylsilyl ether, bis(tert-butyldimethylsilyl) ester",0.5057,M1-1
11.1277,421251,"Xylulose, o-methyloxime, tetrakis-O-(trimethylsilyl)-",0.7794,M1-1
19.1498,418911,Phenobarbital ditbdms,0.5553,M1-1
13.6338,411632,"Benzamide, 3-fluoro-N-(4, 5-diphenylthiazol-2-yl)-",0.6617,M1-1
10.7023,409853,GLUTAMIC ACID,0.8936,M1-1
8.824,382869,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8714,M1-1
10.1263,367857,"L-Threonic acid, tris(trimethylsilyl) ether, trimethylsilyl ester",0.887,M1-1
8.3207,362217,"Butanedioic acid, bis(trimethylsilyl) ester",0.8237,M1-1
6.5098,356838,[8871] 2-hydroxypyridine [6.519],0.8072,M1-1
11.9372,343629,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",0.8736,M1-1
12.3522,323100,"Silane, tetramethyl-",0.7196,M1-1
10.3961,320201,Xylulose tetrakis(trimethylsilyl)-,0.757,M1-1
19.0498,309176,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.8077,M1-1
6.9094,308474,"Silane, trimethyl(1-methyl-1-propenyl)-, (E)-",0.6069,M1-1
12.29,308139,"Benzene, 1,1'-(1-phenyl-1,2-ethenediyl)bis[4-methoxy-",0.7187,M1-1
15.6531,304875,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.6479,M1-1
11.8074,303698,"1-Propene-1,2,3-tricarboxylic acid, tris(trimethylsilyl) ester, (Z)-",0.8342,M1-1
7.6202,303127,"Pentasiloxane, dodecamethyl-",0.9469,M1-1
18.0614,290702,"Lyxopyranoside, methyl 2,3,4-tris-O-(trimethylsilyl)-",0.7951,M1-1
12.0928,277707,[92817] melezitose [29.884],0.5303,M1-1
6.5358,276646,"2-Propanol, 1,3-dibromo-",0.6251,M1-1
7.8122,261692,"l-Norvaline, n-propargyloxycarbonyl-, propargyl ester",0.619,M1-1
15.7282,257875,"à-D-Mannopyranoside, methyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",0.6233,M1-1
18.4868,254251,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7864,M1-1
11.9787,245846,"Arabinofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-",0.7122,M1-1
16.948,233924,"Silane, dimethyl-2-propenyl[(6,6,9-trimethyl-3-propyl-6H-dibenzo[b,d]pyran-1-yl)oxy]-",0.5034,M1-1
7.5061,232932,"Pentasiloxane, dodecamethyl-",0.905,M1-1
13.2447,230992,[439665] threose 2 [12.371],0.5619,M1-1
18.6056,229977,[439193] isomaltose 2 [25.863],0.7408,M1-1
13.5716,218494,[835] dehydroascorbic acid  4 [17.739],0.8156,M1-1
8.549,213783,[66868] porphine 1 [10.77],0.6957,M1-1
20.9952,206771,[6255] maltose 1 [24.702],0.6567,M1-1
18.2303,191034,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7838,M1-1
18.5431,190811,"Idonic acid, 2,3,5,6-tetrakis-O-(trimethylsilyl)-, lactone",0.5972,M1-1
13.032,185378,"Silane, dimethyl(dimethyloctyloxysilyloxy)nonyloxy-",0.5395,M1-1
16.6477,184563,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7483,M1-1
6.8782,177635,"Dibenzo[b,d]thiophene, 1,3,6,7-tetramethyl-",0.4884,M1-1
17.536,173325,"Phosphine, menthoxybis[N-methyl(2-naphthylamino)]-",0.5684,M1-1
20.5573,173059,[440658] melibiose 1 [25.565],0.8093,M1-1
15.1402,170910,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",0.7792,M1-1
12.207,170740,"2-Keto-d-gluconic acid, pentakis(O-trimethylsilyl)-",0.5471,M1-1
8.7046,169405,"Nonanoic acid, trimethylsilyl ester",0.7896,M1-1
15.2465,167668,"Heptasiloxane, hexadecamethyl-",0.6393,M1-1
6.3646,163502,"Tetrasiloxane, decamethyl-",0.7993,M1-1
7.7862,161844,"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-",0.7962,M1-1
6.6499,153165,"Benzene, 1-(3-buten-2-yl)-4-chloro-",0.4593,M1-1
9.374,151187,"Phosphenodiimidic amide, tetrakis(trimethylsilyl)-",0.5892,M1-1
7.9886,150720,7-Phenylisoquinoline,0.6451,M1-1
8.7565,146881,"Hexasiloxane, tetradecamethyl-",0.8276,M1-1
9.1664,142069,[5960] aspartic acid 1 [12.002],0.7582,M1-1
13.7584,140924,"Benzamide, N-[4-(3-furan-2-ylacryloyl)phenyl]-4-methyl-",0.6441,M1-1
10.806,140676,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",0.6831,M1-1
18.687,138870,[92817] melezitose [29.884],0.8324,M1-1
21.8146,134391,[439451] galactinol 2 [26.479],0.8096,M1-1
11.6414,134313,N'-(1H-Indol-3-ylmethylene)benzohydrazide ditms,0.551,M1-1
19.3688,132793,"Diacenaphtho[1,2-j:1',2'-l]fluoranthene",0.4215,M1-1
11.356,131263,"Arabinitol, pentakis-O-(trimethylsilyl)-",0.7765,M1-1
7.3141,130863,"1,2-Ethandimine, N,N'-ditrifluoroacetyl-",0.5979,M1-1
17.905,129101,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.5246,M1-1
10.3131,126900,KETOGLUTARIC ACID,0.6847,M1-1
19.7504,125794,"D-Glucitol, 2-amino-2-deoxy-1,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.4698,M1-1
11.273,123852,"Heptasiloxane, hexadecamethyl-",0.7558,M1-1
17.2295,120405,"à-D-Galactopyranosiduronic acid, methyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",0.5776,M1-1
17.0918,115526,"à-D-Galactopyranosiduronic acid, methyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",0.7652,M1-1
12.6272,115064,"Heptasiloxane, hexadecamethyl-",0.7066,M1-1
20.1069,113196,"à-D-Glucopyranoside, 1,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-fructofuranosyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",0.7871,M1-1
20.8638,111241,"Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-d-glucopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-, d-",0.6092,M1-1
24.7859,109442,Eicosane,0.7386,M1-1
23.735,108624,"Nonadecane, 2-methyl-",0.7315,M1-1
11.4857,108212,"1,6-Anhydro-á-d-glucose, tris(trimethylsilyl) ether",0.8261,M1-1
20.3634,107401,"Methoxyacetic acid, 3-tetradecyl ester",0.7519,M1-1
11.5324,105249,"Arabinitol, pentakis-O-(trimethylsilyl)-",0.6866,M1-1
13.3381,104760,"2,2'-Diamino-5,5'-dimethoxy-biphenyl",0.5614,M1-1
19.8692,102054,Per-O-trimethylsilyl-(3-O-á-d-mannopyranosyl-d-glucitol),0.6546,M1-1
19.6941,9.92E+04,"á-L-Galactopyranose, 6-deoxy-1,2,3,4-tetrakis-O-(trimethylsilyl)-",56.40%,M1-1
22.8217,9.79E+04,Eicosane,74.60%,M1-1
17.6298,9.79E+04,"Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-d-glucopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-, d-",65.11%,M1-1
15.2903,9.79E+04,"3-n-Butyl-5-[2-[4-chlorophenyl]-6,8-dimethyl-4-quinolyl]-2-n-butyloxazolidine",45.51%,M1-1
25.7304,9.63E+04,"s-(-)-2,2'-Bis[diphenylphosphino]-1,1'-binaphthyl",71.35%,M1-1
18.418,9.35E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",66.72%,M1-1
18.8684,8.96E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",59.75%,M1-1
16.0284,8.87E+04,"Sulfurous acid, 2-ethylhexyl octadecyl ester",75.60%,M1-1
9.706,8.71E+04,"3,8-Dioxa-2,9-disiladecane, 2,2,9,9-tetramethyl-5,6-bis[(trimethylsilyl)oxy]-, (R*,S*)-",50.16%,M1-1
11.9994,8.67E+04,4-(1H-Indol-3-yl)quinoline,49.21%,M1-1
10.5466,8.64E+04,[94154] arabitol [15.601],48.18%,M1-1
6.7848,8.58E+04,"2-Propenoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",52.86%,M1-1
7.0702,8.56E+04,"Cyclopentasiloxane, decamethyl-",57.73%,M1-1
14.0593,8.54E+04,"Glucaric acid, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, bis(trimethylsilyl) ester",65.88%,M1-1
6.9457,8.34E+04,"2-Ethyl-2-phenyl-1,3-benzodioxole",55.71%,M1-1
7.0287,8.29E+04,[971] oxalic acid [7.883],71.77%,M1-1
12.6947,8.20E+04,"Naphth[2,3-b]azet-2(1H)-one, 1-phenyl-",61.36%,M1-1
13.1202,8.17E+04,Octaethyltrisiloxane,71.62%,M1-1
8.0301,8.14E+04,"l-Norvaline, N-(2-methoxyethoxycarbonyl)-, propyl ester",73.86%,M1-1
11.3975,8.13E+04,"2-Deoxy-galactopyranose, tetrakis(trimethylsilyl)",55.30%,M1-1
22.0085,7.83E+04,"Eicosane, 2-methyl-",77.41%,M1-1
22.3463,7.83E+04,"Octadecane, 2-methyl-",71.47%,M1-1
20.1569,7.79E+04,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",71.31%,M1-1
16.5539,7.77E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",74.86%,M1-1
12.1655,7.75E+04,Tetracosamethyl-cyclododecasiloxane,41.83%,M1-1
16.091,7.71E+04,"9,12-Octadecadienoic acid (Z,Z)-, trimethylsilyl ester",59.41%,M1-1
16.4476,7.71E+04,"Heptasiloxane, hexadecamethyl-",71.65%,M1-1
21.3267,7.70E+04,"Oxalic acid, hexyl octadecyl ester",61.83%,M1-1
7.0962,7.64E+04,"Pyridine, 1,4-dihydro-1-phenyl-",63.82%,M1-1
19.4939,7.57E+04,"4H-1,2,4-Triazole-3-thiol, 4-phenyl-5-(2-thienyl)-",50.93%,M1-1
17.1356,7.50E+04,"1,2,5-Trimethyl-4(E)-phenylpiperidin-4(a)-ol",65.91%,M1-1
14.3136,7.43E+04,"Methyl 2-hydroxy-tetracosanoate, trimethylsilyl ether ",50.64%,M1-1
7.5268,7.32E+04,"Benzenamine, 2,4,6-trinitro-",51.54%,M1-1
9.5763,7.20E+04,1H-Indol-3-ylmethyl acetate  #,48.91%,M1-1
19.0935,6.95E+04,[159793] 2-keto-L-gulonic acid 2 [17.998],43.86%,M1-1
14.5886,6.93E+04,4-Hydroxy-phenylpyruvic acid tritms,57.13%,M1-1
13.089,6.54E+04,"Urea, 1-(diphenylphosphinothioyl)-3-propyl-2-thio-",66.49%,M1-1
16.7666,6.32E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",80.77%,M1-1
20.9451,6.23E+04,"Eicosane, 2-methyl-",66.67%,M1-1
7.3815,6.22E+04,"Phosphoric acid, bis(trimethylsilyl)monomethyl ester",73.17%,M1-1
16.9417,6.22E+04,[5280335] D-sphingosine  3 [22.527],70.75%,M1-1
9.6801,6.04E+04,3-Chloropyrazine 1-oxide,40.55%,M1-1
25.9994,5.53E+04,1-Iodo-2-methylundecane,60.21%,M1-1
18.2991,5.39E+04,Hexamethylcyclotrisilazane,67.05%,M1-1
7.2207,5.34E+04,3-Isopropyl-4-methyl-dec-1-en-4-ol,45.31%,M1-1
7.4697,5.29E+04,"7-Octenoic acid, methyl ester",59.82%,M1-1
17.561,5.19E+04,"Heptasiloxane, hexadecamethyl-",66.25%,M1-1
7.7447,5.06E+04,8-Quinolinecarboxanilide,63.46%,M1-1
17.0043,5.05E+04,"Lyxopyranoside, methyl 2,3,4-tris-O-(trimethylsilyl)-",61.87%,M1-1
19.5877,4.87E+04,[122121] phytosphingosine 2 [23.812],62.47%,M1-1
20.6949,4.76E+04,"Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-d-glucopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-, d-",54.71%,M1-1
9.457,4.74E+04,"3-Isopropoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane",50.43%,M1-1
9.1094,4.72E+04,1-(4-Fluoro-benzenesulfonyl)-pyrrolidine-2-carboxylic acid,49.15%,M1-1
6.8834,4.64E+04,QUERCETIN HYDRAT,40.59%,M1-1
22.6591,4.63E+04,Stigmast-8(14)-en-3á-ol,55.42%,M1-1
7.8693,4.49E+04,"2-Aminocaprylic acid, N-neopentyloxycarbonyl-, butyl ester",60.46%,M1-1
10.4688,4.47E+04,"Silane, methylidynetris[trimethyl-",64.96%,M1-1
6.7797,4.45E+04,"Pyrrolo[1,2-a]quinoline-1-ethanol, dodecahydro-6-(2,4-pentadienyl)-, [1R-[1à,3aá,5aà,6à(Z),9aà]]-",45.68%,M1-1
9.7683,4.43E+04,"1H-1,2,3-Triazole, 4-(4-methylphenyl)-",57.28%,M1-1
20.501,4.38E+04,"[1,1'-Biphenyl]-2-ol, 5-chloro-",53.49%,M1-1
11.0032,4.36E+04,"Butanedioic acid, tetrakis[(trimethylsilyl)oxy]-, bis(trimethylsilyl) ester",62.54%,M1-1
15.3716,4.18E+04,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",62.56%,M1-1
16.1348,4.14E+04,[445639] oleic acid [20.504],53.80%,M1-1
9.9188,4.11E+04,D-(+)-XYLOSE(2),46.11%,M1-1
16.8541,4.10E+04,MALTOTRIOSE,54.10%,M1-1
11.906,4.04E+04,4-Trimethylsiloxyphenyl-2'-trimethylsiloxyphenylsulfone,57.39%,M1-1
19.938,3.88E+04,9-Acridinecarbonitrile,62.02%,M1-1
20.4447,3.87E+04,"4H,8H-Benzo[1,2-b:3,4-b']dipyran-4-one, 3-(4-hydroxyphenyl)-5-methoxy-8,8-dimethyl-6-(3-methyl-2-butenyl)-",49.29%,M1-1
15.8658,3.84E+04,"Cholan-24-oic acid, 3-[(ethoxycarbonyl)oxy]-7,12-dihydroxy-, methyl ester, (3à,5á,7à,12à)-",43.84%,M1-1
8.6424,3.63E+04,"Hexasiloxane, tetradecamethyl-",62.81%,M1-1
10.1626,3.55E+04,2-Ethyl-acridone,67.09%,M1-1
8.0664,3.55E+04,"Piperidine, 1,1'-methylenebis-",76.76%,M1-1
7.3504,3.54E+04,"Heptanoic acid, trimethylsilyl ester",60.44%,M1-1
15.0651,3.42E+04,"Arabino-hexaric acid, 3-deoxy-2,4,5-tris-O-(trimethylsilyl)-, bis(trimethylsilyl) ester",54.02%,M1-1
23.4973,3.39E+04,"Decane, 2,3,7-trimethyl-",56.84%,M1-1
21.2766,3.25E+04,"Heneicosane, 3-methyl-",57.42%,M1-1
12.3107,3.19E+04,"Quinoline, 2-(phenylazo)-",64.13%,M1-1
8.1754,3.14E+04,"Cyclohexasiloxane, dodecamethyl-",52.77%,M1-1
22.0586,3.10E+04,"Benzenesulfonic acid, 2,4,6-trimethyl-, 4-phenoxyphenyl ester",62.60%,M1-1
9.0367,3.06E+04,[785] hydroquinone [11.659],72.51%,M1-1
10.5933,3.04E+04,"á-D-Glucopyranoside, 6-deoxy-2,3,4-tris-O-(trimethylsilyl)-à-L-mannopyranosyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",43.22%,M1-1
8.2117,3.00E+04,[8299] acetol 4 [15.498],45.62%,M1-1
13.2239,2.97E+04,"trans-2-Dodecen-1-ol, tert-butyldimethylsilyl ether",60.91%,M1-1
14.3758,2.96E+04,[446188] TES [19.569],46.88%,M1-1
12.6636,2.95E+04,"(2-Methoxy-1,3,2-thiozin)[5,10,9]androstan-17-ol-3,11-dione, acetate",66.05%,M1-1
8.6216,2.85E+04,L-SERINE,68.03%,M1-1
12.4041,2.84E+04,D-SACCHARIC  ACID,64.68%,M1-1
18.099,2.83E+04,"Benzo[f]isoindol-1,3-dione, 1,3,3a,4,9,9a-hexahydro-4,9-O-benzeno-2-(2-propoxyphenyl)-",55.47%,M1-1
7.7188,2.83E+04,"à-DL-Lyxofuranoside, methyl 2,3,5-tris-O-(trimethylsilyl)-",55.70%,M1-1
14.6508,2.80E+04,"3,5-Pyridinedicarbonitrile, 2-amino-4-(2-furanyl)-6-[(2-oxo-2-phenylethyl)thio]-",75.97%,M1-1
11.0758,2.59E+04,[3893] lauric acid [14.789],51.49%,M1-1
22.1837,2.57E+04,"Sulfurous acid, 2-ethylhexyl tridecyl ester",52.83%,M1-1
10.1938,2.55E+04,"Trimethyl(2,6 ditert.-butylphenoxy)silane",84.38%,M1-1
22.7779,2.53E+04,"1,3-Benzenediol, o-(2-furoyl)-",71.31%,M1-1
9.8202,2.47E+04,"Silane, dimethyl(dimethyl(dimethyl(2-isopropylphenoxy)silyloxy)silyloxy)(2-isopropylphenoxy)-",48.14%,M1-1
12.373,2.47E+04,[8299] acetol 4 [15.498],48.81%,M1-1
7.5631,2.40E+04,"Disiloxane, hexamethyl-",81.35%,M1-1
16.1911,2.40E+04,D-ERYTHROSE 4-PHOSPHATE(1),61.68%,M1-1
8.7513,2.39E+04,"Benzene, 1,1'-(1,1,10,10-tetramethyl-1,10-decanediyl)bis[3,4-dimethyl-",69.47%,M1-1
10.9409,2.38E+04,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-3-[[(trimethylsilyl)oxy]methyl]-, O-methyloxime, (S)-",60.40%,M1-1
21.1578,2.31E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",47.85%,M1-1
7.0183,2.27E+04,"1,1,1,5,7,7,7-Heptamethyl-3,3-bis(trimethylsiloxy)tetrasiloxane",49.68%,M1-1
11.5584,2.26E+04,"6H-Dibenzo[b,d]pyran-6-one, 7,9-dihydroxy-3-methoxy-1-methyl-",67.05%,M1-1
21.383,2.24E+04,"l-Alanine, N-(4-ethylbenzoyl)-, decyl ester",57.51%,M1-1
8.5023,2.18E+04,"Benzoic acid, 2-ethyl-6-hydroxy-, methyl ester",45.83%,M1-1
6.3075,2.12E+04,"Propanoic acid, 2,2-dimethyl-, octyl ester",82.80%,M1-1
18.7495,2.11E+04,6-Cyanophenanthridine,61.25%,M1-1
