RT,Area,Metabolite,Confidence,SampleID,plant,time,species,adonitol,nm area
8.876,13005,"1,3,4-Thiadiazol-2-amine, 5-[[(2-chloro-4-fluorophenyl)methyl]thio]-",0.5523,M11-4,11,4,ya,0.786,16545.80153
8.8761,12715,"Benzothiazole, 2-(4-amino-3-methylphenyl)-",0.5703,M2-1,2,1,yf,1.26,10091.26984
8.8761,31213,"[28115] 2,3-dihydroxypyridine  [10.472]",0.6926,M4-4,4,4,ya,0.59,52903.38983
8.8761,8108,"2-Methylindole, N-trifluoroacetyl-3-trifluoroacetylmethyl-",0.686,M5-2,5,2,ya,0.945,8579.89418
8.8761,32848,[597] cytosine 2 [13.255],0.6613,M6-1,6,1,ya,1.21,27147.10744
8.8761,15513,"3,5-Dimethoxymandelic amide, di-TMS",0.5774,M12-1,12,1,yf,1.11,13975.67568
8.8811,15877,Dehydrothiotoluidine sulfonic acid,0.7101,M1-1,1,1,ya,1.05,15120.95238
8.8812,7092120,[6288] L-threonine 2 [11.464],0.9464,M2-6,2,6,yf,1.073152649,6608677.721
8.8812,19775,"Silane, dimethyl(dimethyl(6-methylpyrid-2-yloxy)silyloxy)(6-methylpyrid-2-yloxy)-",0.6813,M3-4,3,4,ya,0.926,21355.29158
8.8812,2673099,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8087,M4-6,4,6,ya,1.134936486,2355285.103
8.8813,2610881,"N,O,O-Tris(trimethylsilyl)-L-threonine",0.9318,M2-3,2,3,yf,1.027223171,2541688.187
8.8813,28277,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.5889,M5-5,5,5,ya,0.928,30470.90517
8.8813,1616284,[6288] L-threonine 2 [11.464],0.9111,M12-3,12,3,yf,1.069914829,1510666.042
8.8863,16108,"Acrylic acid, 2,3-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.92,M7-2,7,2,yf,1.23,13095.93496
8.8863,2512816,[6288] L-threonine 2 [11.464],0.9287,M7-6,7,6,yf,0.978901865,2566974.372
8.8863,165422,L-THREONINE,0.6204,M10-3,10,3,yf,0.904217838,182944.8536
8.8863,632419,[6288] L-threonine 2 [11.464],0.7711,M10-6,10,6,yf,1.004145856,629807.9072
8.8863,912597,[6288] L-threonine 2 [11.464],0.8244,M12-6,12,6,yf,0.921003676,990872.267
8.8864,2587395,[6288] L-threonine 2 [11.464],0.9142,M8-3,8,3,yf,0.958779423,2698634.26
8.8864,15016,3-Methyl-1-trihexylsilyloxybenzene,0.568,M9-4,9,4,yf,0.874,17180.77803
8.8864,13280,3-Methyl-1-trihexylsilyloxybenzene,0.7037,M12-2,12,2,yf,1.17,11350.42735
8.8865,1436443,[6288] L-threonine 2 [11.464],0.8786,M7-3,7,3,yf,1.165711342,1232245.881
8.8914,11561,3-Methyl-1-trihexylsilyloxybenzene,0.6934,M1-2,1,2,ya,1.02,11334.31373
8.8915,5858,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.6974,M3-5,3,5,ya,0.892,6567.264574
8.8915,1319065,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8451,M4-3,4,3,ya,1.08069455,1220571.53
8.8915,8360,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.7163,M5-1,5,1,ya,0.973,8591.983556
8.8915,3480,2-Benzylidene-coumaran-3-one,0.6865,M7-5,7,5,yf,1.01,3445.544554
8.8915,16753,3-Methyl-1-trihexylsilyloxybenzene,0.6736,M8-5,8,5,yf,1.19,14078.15126
8.8915,239194,"N,O,O-Tris(trimethylsilyl)-L-threonine",0.6517,M9-3,9,3,yf,1.046478288,228570.4373
8.8915,1757091,"N,O,O-Tris(trimethylsilyl)-L-threonine",0.8832,M9-6,9,6,yf,1.067246333,1646378.109
8.8915,10791,3-Methyl-1-trihexylsilyloxybenzene,0.665,M10-2,10,2,yf,0.923,11691.22427
8.8915,169252,"1,3-Dioxolane, 2-ethyl-",0.6481,M10-3,10,3,yf,0.904217838,187180.5586
8.8916,15679,3-Methyl-1-trihexylsilyloxybenzene,0.7016,M2-5,2,5,yf,0.825,19004.84848
8.8916,3218404,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8653,M3-3,3,3,ya,1.049216459,3067435.676
8.8916,16143,3-Methyl-1-trihexylsilyloxybenzene,0.6842,M6-2,6,2,ya,0.936,17246.79487
8.8916,1518587,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8017,M6-6,6,6,ya,0.872489243,1740522.318
8.8916,9378,"Sarcosine, N-(3-phenylpropionyl)-, isohexyl ester",0.892,M8-1,8,1,yf,0.94,9976.595745
8.8916,18492,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.6146,M9-5,9,5,yf,1.03,17953.39806
8.8916,17280,3-Methyl-1-trihexylsilyloxybenzene,0.6778,M10-1,10,1,yf,1.07,16149.53271
8.8916,12408,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.6906,M11-1,11,1,ya,1.05,11817.14286
8.8916,1359418,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8633,M11-3,11,3,ya,1.052280991,1291877.371
8.8916,8807,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.7214,M11-5,11,5,ya,0.976,9023.565574
8.8916,18732,3-Methyl-1-trihexylsilyloxybenzene,0.6563,M12-1,12,1,yf,1.11,16875.67568
8.8917,18451,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.6991,M2-1,2,1,yf,1.26,14643.65079
8.8917,8526,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.799,M2-4,2,4,yf,0.947,9003.167899
8.8917,2062458,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.874,M5-3,5,3,ya,1.117931054,1844888.37
8.8917,12610,"2-Methyl-4,5,6,7-tetrahydro-benzofuran-3-carboxylic acid naphthalen-1-ylamide",0.7289,M9-1,9,1,yf,1.08,11675.92593
8.8966,8764,3-Methyl-1-trihexylsilyloxybenzene,0.632,M1-1,1,1,ya,1.05,8346.666667
8.8966,5635000,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8745,M1-3,1,3,ya,1.130067207,4986429.094
8.8966,8045,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.7239,M4-2,4,2,ya,1.09,7380.733945
8.8966,2285508,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8203,M6-3,6,3,ya,0.991329883,2305496.928
8.8966,19504,3-Methyl-1-trihexylsilyloxybenzene,0.6046,M10-5,10,5,yf,0.73,26717.80822
8.8966,8996,3-Methyl-1-trihexylsilyloxybenzene,0.686,M12-5,12,5,yf,1.01,8906.930693
8.8967,14996,3-Methyl-1-trihexylsilyloxybenzene,0.6798,M1-5,1,5,ya,1.08,13885.18519
8.8967,4258902,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8608,M1-6,1,6,ya,1.065342613,3997682.952
8.8967,8655,3-Methyl-1-trihexylsilyloxybenzene,0.7098,M2-2,2,2,yf,1.01,8569.306931
8.8967,13555,"Propanedioic acid, (trimethylsilyl)-, bis(trimethylsilyl) ester",0.9108,M3-4,3,4,ya,0.926,14638.22894
8.8967,8826,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.7804,M7-5,7,5,yf,1.01,8738.613861
8.8967,211097,succinic acid,0.6099,M10-3,10,3,yf,0.904217838,233458.1239
8.8967,13077,3-Methyl-1-trihexylsilyloxybenzene,0.7054,M10-4,10,4,yf,1.05,12454.28571
8.8967,10559,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.6531,M11-4,11,4,ya,0.786,13433.84224
8.8968,11223,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.695,M1-4,1,4,ya,0.736,15248.6413
8.8968,20075,3-Methyl-1-trihexylsilyloxybenzene,0.6167,M4-4,4,4,ya,0.59,34025.42373
8.8968,12533,3-Methyl-1-trihexylsilyloxybenzene,0.6843,M4-5,4,5,ya,0.974,12867.55647
8.8968,10131,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.6977,M11-2,11,2,ya,0.933,10858.5209
8.8968,1051893,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8442,M11-6,11,6,ya,0.703655099,1494898.568
8.8969,13293,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.6939,M5-2,5,2,ya,0.945,14066.66667
8.8969,19489,3-Methyl-1-trihexylsilyloxybenzene,0.6488,M6-1,6,1,ya,1.21,16106.61157
8.8969,7656,"Imidazolidin-4-one, 1-benzoyl-2-t-butyl-3-methyl-4-ethyl-4-[2-(methylthio)ethyl]-",0.7474,M9-2,9,2,yf,1.25,6124.8
8.8969,12447,3-Methyl-1-trihexylsilyloxybenzene,0.7252,M12-4,12,4,yf,0.947,13143.6114
8.9018,1345881,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8507,M5-6,5,6,ya,0.652816243,2061653.664
8.9019,65782,"Silane, dimethyl(2-biphenyloxy)ethoxy-",0.6699,M2-6,2,6,yf,1.073152649,61297.89651
8.9019,2006,2-(4-Phenylphenyl)-benzofuran,0.631,M11-4,11,4,ya,0.786,2552.16285
8.9071,250596,"Ethanone, 1-(7-hydroxy-5-methoxy-2,2-dimethyl-2H-1-benzopyran-8-yl)-",0.5217,M4-6,4,6,ya,1.134936486,220801.7832
8.9073,9856,3-Methyl-1-trihexylsilyloxybenzene,0.6403,M8-4,8,4,yf,1.01,9758.415842
8.9122,80184,"Silane, dimethyl(dimethyl(2-decyloxy)silyloxy)propoxy-",0.5828,M10-6,10,6,yf,1.004145856,79852.94122
8.9124,1632715,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.7504,M3-6,3,6,ya,0.902066748,1809971.384
8.9125,131450,"Quinazoline, 3,4-dihydro-2-allylthio-4-spirocyclohexane-",0.5493,M5-3,5,3,ya,1.117931054,117583.2799
8.9125,126674,"Silane, dimethyl(dimethyl(dodec-2-enyloxy)silyloxy)propoxy-",0.548,M7-3,7,3,yf,1.165711342,108666.6959
8.9173,58554,"5,5-Dimethyl-2-(2,2,2-trifluoro-1-trifluoromethylethyl)-4,5-dihydrooxazole",0.6203,M6-3,6,3,ya,0.991329883,59066.11009
8.9174,236479,"2-Propanone, 1-[[4-(phenylimino)-1,3-thiazetidin-2-yliden]amino]-",0.5243,M5-6,5,6,ya,0.652816243,362244.3566
8.9174,3106,"1-Ethyl-2,2-dimethylpropyl isopropylphosphonofluoridate",0.5352,M12-5,12,5,yf,1.01,3075.247525
8.9175,1294,"1,5-Hexadiyne",0.79,M9-5,9,5,yf,1.03,1256.31068
8.9176,2796,2-Hydroxy-gamma-butyrolactone,0.7732,M6-2,6,2,ya,0.936,2987.179487
8.9176,26169,"Octanamide, N,N-bis(2-ethylhexyl)-",0.5656,M11-1,11,1,ya,1.05,24922.85714
8.9226,5042,2-Propanamine,0.5909,M4-2,4,2,ya,1.09,4625.688073
8.9226,68145,"Acetic acid, 6-(acetylamino)-2,4-dichloro-3-methylphenyl ester",0.519,M9-3,9,3,yf,1.046478288,65118.40787
8.9227,2276,"1,2,5-Hexatriene",0.7932,M5-4,5,4,ya,0.874,2604.118993
8.9228,7620,1-Cyclopentylacetonitrile,0.815,M9-2,9,2,yf,1.25,6096
8.9228,84769,"5-Methyl-[1,3,4]thiadiazole-2-carboxylic acid m-tolylamide",0.5489,M12-3,12,3,yf,1.069914829,79229.67111
8.9278,3961,5-Methanesulfonyl-1-methyl-1H-tetrazole,0.6406,M1-5,1,5,ya,1.08,3667.592593
8.9278,10833,"4-Decanamine, N-ethyl-4-propyl-",0.637,M5-1,5,1,ya,0.973,11133.6074
8.9279,17102,"Octanamide, N,N-bis(2-ethylhexyl)-",0.5397,M5-4,5,4,ya,0.874,19567.50572
8.9279,28541,"Octanamide, N,N-bis(2-ethylhexyl)-",0.5112,M12-2,12,2,yf,1.17,24394.01709
8.928,21513,"Octanamide, N,N-bis(2-ethylhexyl)-",0.5431,M2-4,2,4,yf,0.947,22717.00106
8.933,21240,"Octanamide, N,N-bis(2-ethylhexyl)-",0.5336,M1-2,1,2,ya,1.02,20823.52941
8.933,66129,"Isoquinoline, 1-phenyl-",0.5316,M7-2,7,2,yf,1.23,53763.41463
8.9331,84372,"Octanoic acid, di(isopropyl)silyl ester",0.5292,M11-3,11,3,ya,1.052280991,80180.10467
8.9331,22314,"Octanamide, N,N-bis(2-ethylhexyl)-",0.5312,M11-5,11,5,ya,0.976,22862.70492
8.9331,48031,"Isoquinoline, 1-phenyl-",0.517,M12-1,12,1,yf,1.11,43271.17117
8.9332,20947,"Octanamide, N,N-bis(2-ethylhexyl)-",0.5294,M3-2,3,2,ya,0.959,21842.54432
8.9332,34950,"Butanoic acid, 2-(pentafluoropropionylamino)-, isopropyl ester, L-",0.5747,M9-1,9,1,yf,1.08,32361.11111
8.9382,31527,"Quinoline, 6-propyl-",0.5165,M1-5,1,5,ya,1.08,29191.66667
8.9382,34495,"Octanamide, N,N-bis(2-ethylhexyl)-",0.511,M3-5,3,5,ya,0.892,38671.52466
8.9382,21852,"Octanamide, N,N-bis(2-ethylhexyl)-",0.5619,M7-5,7,5,yf,1.01,21635.64356
8.9383,20109,"Octanamide, N,N-bis(2-ethylhexyl)-",0.6139,M4-5,4,5,ya,0.974,20645.79055
8.9383,26324,"Quinoline, 6-propyl-",0.5001,M5-5,5,5,ya,0.928,28366.37931
8.9384,78061,"á-D-Galactopyranoside, methyl 2,3,6-tris-O-(trimethylsilyl)-, acetate",0.5122,M2-1,2,1,yf,1.26,61953.1746
8.9384,52884,"Isoquinoline, 1-phenyl-",0.5398,M9-2,9,2,yf,1.25,42307.2
8.9433,29965,"Octanamide, N,N-bis(2-ethylhexyl)-",0.5268,M6-5,6,5,ya,0.964,31084.0249
8.9434,7823,"1,3,5-Triazine, hexahydro-1,3,5-tripropyl-",0.5024,M3-4,3,4,ya,0.926,8448.164147
8.9434,22508,"Octanamide, N,N-bis(2-ethylhexyl)-",0.5649,M6-4,6,4,ya,1.01,22285.14851
8.9435,67601,"succinic acid, isobutyl 2-methylphenyl ester",0.6498,M6-6,6,6,ya,0.872489243,77480.61139
8.9486,37545,"Butanoic acid, 2-(pentafluoropropionylamino)-, isopropyl ester, L-",0.5224,M9-4,9,4,yf,0.874,42957.6659
8.9486,5930,"2,4,6-Trimethoxystyrene",0.6053,M12-2,12,2,yf,1.17,5068.376068
8.9487,94385,"Acrylic acid, 2,3-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.6136,M3-3,3,3,ya,1.049216459,89957.60517
8.9538,4743,"Chromium, tricarbonyl[(1,2,3,4,5,6-ü)-1,1'-(1,2-ethanediyl)bis[benzene]]-",0.513,M7-2,7,2,yf,1.23,3856.097561
8.9538,8288,"9H-Fluorene, 1,9-dimethyl-",0.7154,M11-5,11,5,ya,0.976,8491.803279
8.9539,11820,"2,4,6-Trimethoxystyrene",0.6136,M2-4,2,4,yf,0.947,12481.52059
8.9539,6539,"2,4,6-Trimethoxystyrene",0.7278,M8-1,8,1,yf,0.94,6956.382979
8.9539,6916,"2,4,6-Trimethoxystyrene",0.7166,M9-1,9,1,yf,1.08,6403.703704
8.9539,209026,N-[2-[3-[N-Aziridyl]propyl]aminoethyl]piperazine,0.5764,M10-1,10,1,yf,1.07,195351.4019
8.9539,9351,"9H-Fluorene, 1,9-dimethyl-",0.6569,M11-1,11,1,ya,1.05,8905.714286
8.9539,8023,"9H-Fluorene, 1,9-dimethyl-",0.7314,M12-4,12,4,yf,0.947,8472.016895
8.9588,8971,"1-Piperidinecarboxaldehyde, 2-(3,4-dihydro-2H-pyrrol-5-yl)-",0.6866,M10-5,10,5,yf,0.73,12289.0411
8.9589,9520,"9H-Fluorene, 1,9-dimethyl-",0.7175,M3-5,3,5,ya,0.892,10672.64574
8.9589,7391,"2,4,6-Trimethoxystyrene",0.7475,M4-2,4,2,ya,1.09,6780.733945
8.9589,5477,"2,4,6-Trimethoxystyrene",0.905,M6-5,6,5,ya,0.964,5681.53527
8.9589,6301,"2,4,6-Trimethoxystyrene",0.918,M8-5,8,5,yf,1.19,5294.957983
8.959,10924,"9H-Fluorene, 1,9-dimethyl-",0.7091,M1-4,1,4,ya,0.736,14842.3913
8.959,8513,"2,4,6-Trimethoxystyrene",0.8333,M2-2,2,2,yf,1.01,8428.712871
8.959,8257,"2,4,6-Trimethoxystyrene",0.7534,M2-5,2,5,yf,0.825,10008.48485
8.959,9014,"9H-Fluorene, 1,9-dimethyl-",0.705,M4-1,4,1,ya,1.32,6828.787879
8.959,13397,"2,4,6-Trimethoxystyrene",0.5811,M5-4,5,4,ya,0.874,15328.37529
8.959,6393,"9H-Fluorene, 1,9-dimethyl-",0.7902,M6-4,6,4,ya,1.01,6329.70297
8.959,6140,"2,4,6-Trimethoxystyrene",0.6678,M7-1,7,1,yf,1.24,4951.612903
8.959,8148,"2,4,6-Trimethoxystyrene",0.6393,M7-5,7,5,yf,1.01,8067.326733
8.959,10394,"9H-Fluorene, 1,9-dimethyl-",0.7245,M11-4,11,4,ya,0.786,13223.91858
8.9591,6260,"2,4,6-Trimethoxystyrene",0.89,M2-1,2,1,yf,1.26,4968.253968
8.9591,11174,"9H-Fluorene, 1,9-dimethyl-",0.5697,M4-4,4,4,ya,0.59,18938.98305
8.9591,8400,"2,4,6-Trimethoxystyrene",0.6564,M5-2,5,2,ya,0.945,8888.888889
8.9591,7517,"Benzaldehyde, 4-[(trimethylsilyl)oxy]-",0.848,M6-1,6,1,ya,1.21,6212.396694
8.9591,6344,"1,2-Dimethoxy-4-(2-methoxyethenyl)benzene",0.839,M8-2,8,2,yf,0.957,6629.049112
8.9591,6841,"9H-Fluorene, 1,9-dimethyl-",0.7983,M9-2,9,2,yf,1.25,5472.8
8.9592,7652,"2,4,6-Trimethoxystyrene",0.7043,M3-2,3,2,ya,0.959,7979.144943
8.9641,12228,"9H-Fluorene, 1,9-dimethyl-",0.6812,M12-5,12,5,yf,1.01,12106.93069
8.9642,7927,"9H-Fluorene, 1,9-dimethyl-",0.7369,M3-4,3,4,ya,0.926,8560.475162
8.9642,108877,"Acrylic acid, 2,3-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.687,M4-6,4,6,ya,1.134936486,95932.24052
8.9643,7712,"2,4,6-Trimethoxystyrene",0.7028,M8-4,8,4,yf,1.01,7635.643564
8.9692,53616,3-Methyl-1-trihexylsilyloxybenzene,0.6837,M6-3,6,3,ya,0.991329883,54084.92261
8.9693,14945,"Benzaldehyde, 4-[(trimethylsilyl)oxy]-",0.7245,M1-1,1,1,ya,1.05,14233.33333
8.9693,10703,"2,4,6-Trimethoxystyrene",0.6652,M1-2,1,2,ya,1.02,10493.13725
8.9693,110141,"Acrylic acid, 2,3-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.6234,M1-3,1,3,ya,1.130067207,97464.11479
8.9693,3133,"Carbonic acid, ethyl-, methyl ester",0.731,M3-1,3,1,ya,0.949,3301.369863
8.9693,57102,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.7207,M9-6,9,6,yf,1.067246333,53504.04889
8.9693,3721,1-Buten-3-yne,0.6195,M10-2,10,2,yf,0.923,4031.419285
8.9694,70137,"Acrylic acid, 2,3-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.6062,M1-6,1,6,ya,1.065342613,65835.15873
8.9695,51166,3-Methyl-1-trihexylsilyloxybenzene,0.5694,M11-6,11,6,ya,0.703655099,72714.60132
8.9746,2156,"Benzenemethanol, 3-iodo-",0.5086,M9-4,9,4,yf,0.874,2466.819222
8.9747,4051,acetic acid,0.5017,M9-1,9,1,yf,1.08,3750.925926
8.9798,1679,"Propanethioic acid, S-(2-methylpropyl) ester",0.6281,M8-2,8,2,yf,0.957,1754.440961
8.9848,9132,"Methanone, (2,3-dihydro-5-benzofuryl)(4-morpholyl)-",0.6249,M4-2,4,2,ya,1.09,8377.981651
8.985,16736,acetic acid,0.6679,M4-4,4,4,ya,0.59,28366.10169
8.985,29200,acetic acid,0.5208,M4-5,4,5,ya,0.974,29979.46612
8.985,10075,"Phthalic acid, 4-methoxyphenyl 3-methylphenyl ester",0.5787,M10-1,10,1,yf,1.07,9415.88785
8.9901,23089,"3,8-Di-t-butyl-5,6-diphenyl-2,9-dithia-1-phosphabicyclo[4.3.0]nona-3,7-diene 1-sulfide",0.6251,M11-4,11,4,ya,0.786,29375.31807
8.9902,40682,"3,8-Di-t-butyl-5,6-diphenyl-2,9-dithia-1-phosphabicyclo[4.3.0]nona-3,7-diene 1-sulfide",0.5136,M4-1,4,1,ya,1.32,30819.69697
8.9902,13814,"4-Octene, 2,2,3,7-tetramethyl-, [S-(E)]-",0.5023,M7-4,7,4,yf,0.985,14024.36548
8.9903,33637,acetic acid,0.5492,M2-1,2,1,yf,1.26,26696.03175
8.9953,16262,"Phenanthrene, 2,4,5,7-tetramethyl-",0.5072,M3-4,3,4,ya,0.926,17561.55508
8.9954,6192,"2,3-Dicyano-5-methyl-6-phenylpyrazine",0.5623,M4-5,4,5,ya,0.974,6357.289528
8.9954,9445,"1-Butanamine, N-ethyl-N-nitro-",0.5495,M12-1,12,1,yf,1.11,8509.009009
9.0005,4904,"4-(1-Methylpropylthio)pyrido[3,2-c]pyridazine",0.5001,M11-5,11,5,ya,0.976,5024.590164
9.0006,6134,"Methanesulfonic acid, butyl ester",0.6188,M2-1,2,1,yf,1.26,4868.253968
9.0057,112121,"Benzo[b]naphtho[1,2-d]thiophene, 6a,11b-dihydro-, 7,7-dioxide",0.5132,M2-6,2,6,yf,1.073152649,104478.1468
9.0057,136966,"à-D-Mannopyranoside, methyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",0.5248,M4-6,4,6,ya,1.134936486,120681.6431
9.0057,23731,"1,3-Butadiyne",0.6879,M9-4,9,4,yf,0.874,27152.17391
9.0058,1830,Propiolic acid,0.7518,M5-2,5,2,ya,0.945,1936.507937
9.0107,63328,8-Phenylisoquinoline,0.6147,M6-3,6,3,ya,0.991329883,63881.86324
9.0108,4168,"4-Nonene, 2-methyl-, (Z)-",0.5093,M3-1,3,1,ya,0.949,4391.99157
9.0108,2012,"2-Propyn-1-ol, propionate",0.603,M12-5,12,5,yf,1.01,1992.079208
9.011,74371,"Quinoline, 6-propyl-",0.5512,M6-6,6,6,ya,0.872489243,85240.01938
9.0162,2603,"2-Butanone, 1,1,1-trifluoro-",0.646,M3-2,3,2,ya,0.959,2714.285714
9.0162,56300,"9H-Fluorene, 1,9-dimethyl-",0.5508,M5-3,5,3,ya,1.117931054,50360.88746
9.0212,3624,"Diethylene glycol, o,o-di(pivaloyl)-",0.5762,M7-5,7,5,yf,1.01,3588.118812
9.0213,11034,"Ethylamine, N,N-dioctyl-2-phenylthio",0.6839,M6-2,6,2,ya,0.936,11788.46154
9.0213,1325,"2,2'-Bifuran",0.602,M8-1,8,1,yf,0.94,1409.574468
9.0214,19609,Isoparvifuran,0.7068,M3-2,3,2,ya,0.959,20447.34098
9.0264,245294,malic acid,0.704,M4-3,4,3,ya,1.08069455,226978.1041
9.0264,17526,Isoparvifuran,0.7705,M5-1,5,1,ya,0.973,18012.33299
9.0264,9706,Isoparvifuran,0.6722,M7-2,7,2,yf,1.23,7891.056911
9.0265,9497,Isoparvifuran,0.7401,M12-2,12,2,yf,1.17,8117.094017
9.0266,10418,Isoparvifuran,0.7254,M9-1,9,1,yf,1.08,9646.296296
9.0315,16768,[785] hydroquinone [11.659],0.7583,M1-2,1,2,ya,1.02,16439.21569
9.0315,17365,Isoparvifuran,0.7705,M3-1,3,1,ya,0.949,18298.20864
9.0315,5337,"Phthalic acid, 4-methoxyphenyl 3-methylphenyl ester",0.6585,M4-2,4,2,ya,1.09,4896.330275
9.0316,16749,Isoparvifuran,0.7173,M1-5,1,5,ya,1.08,15508.33333
9.0316,24129,RESORCINOL,0.6823,M5-4,5,4,ya,0.874,27607.55149
9.0316,9435,Isoparvifuran,0.7181,M7-1,7,1,yf,1.24,7608.870968
9.0316,7780,Isoparvifuran,0.7792,M7-5,7,5,yf,1.01,7702.970297
9.0316,5222,"Phentermine, n-heptafluorobutyryl deriv.",0.6483,M8-5,8,5,yf,1.19,4388.235294
9.0316,10523,Isoparvifuran,0.7734,M10-4,10,4,yf,1.05,10021.90476
9.0317,13121,Isoparvifuran,0.6817,M2-5,2,5,yf,0.825,15904.24242
9.0317,32847,RESORCINOL,0.6068,M4-5,4,5,ya,0.974,33723.8193
9.0317,15237,Isoparvifuran,0.7519,M5-5,5,5,ya,0.928,16419.18103
9.0317,9417,Isoparvifuran,0.836,M8-2,8,2,yf,0.957,9840.125392
9.0317,16333,Isoparvifuran,0.748,M11-1,11,1,ya,1.05,15555.2381
9.0317,15806,Isoparvifuran,0.7467,M11-5,11,5,ya,0.976,16194.67213
9.0317,39650,[785] hydroquinone [11.659],0.826,M12-1,12,1,yf,1.11,35720.72072
9.0318,4089,Isoparvifuran,0.829,M2-1,2,1,yf,1.26,3245.238095
9.0318,12341,Isoparvifuran,0.685,M2-4,2,4,yf,0.947,13031.67899
9.0318,9785,Isoparvifuran,0.7437,M12-4,12,4,yf,0.947,10332.62936
9.0367,30597,[785] hydroquinone [11.659],0.7251,M1-1,1,1,ya,1.05,29140
9.0367,15971,"4-(4-Fluorophenyl)-2,3-dihydro-2-methyl-1H-1,5-benzodiazepine",0.5556,M6-5,6,5,ya,0.964,16567.42739
9.0367,34607,RESORCINOL,0.6975,M10-5,10,5,yf,0.73,47406.84932
9.0367,22611,Isoparvifuran,0.8182,M12-5,12,5,yf,1.01,22387.12871
9.0368,22662,Isoparvifuran,0.8001,M2-2,2,2,yf,1.01,22437.62376
9.0368,16977,RESORCINOL,0.7286,M6-4,6,4,ya,1.01,16808.91089
9.0368,14404,Isoparvifuran,0.8381,M10-2,10,2,yf,0.923,15605.6338
9.0368,27998,Isoparvifuran,0.7207,M11-4,11,4,ya,0.786,35620.86514
9.0369,14735,Isoparvifuran,0.6929,M1-4,1,4,ya,0.736,20020.38043
9.0369,107963,[785] hydroquinone [11.659],0.6539,M4-1,4,1,ya,1.32,81790.15152
9.0369,22373,Isoparvifuran,0.7317,M4-4,4,4,ya,0.59,37920.33898
9.0369,6426,Piperidine-à-toluenesulfonic acid amide,0.7664,M6-2,6,2,ya,0.936,6865.384615
9.0369,11003,Isoparvifuran,0.7792,M7-4,7,4,yf,0.985,11170.55838
9.0369,15627,Isoparvifuran,0.795,M10-1,10,1,yf,1.07,14604.6729
9.0369,18923,RESORCINOL,0.7437,M11-2,11,2,ya,0.933,20281.88639
9.037,10563,Isoparvifuran,0.7688,M5-2,5,2,ya,0.945,11177.77778
9.037,25590,Isoparvifuran,0.6997,M6-1,6,1,ya,1.21,21148.76033
9.037,14006,Isoparvifuran,0.7462,M9-2,9,2,yf,1.25,11204.8
9.042,16209,Isoparvifuran,0.7453,M3-4,3,4,ya,0.926,17504.31965
9.042,16547,Isoparvifuran,0.7414,M3-5,3,5,ya,0.892,18550.44843
9.042,9139,Isoparvifuran,0.695,M9-4,9,4,yf,0.874,10456.52174
9.0421,1210,"4,7,9-Decatrien-2-amine, N-butyl-",0.7688,M2-4,2,4,yf,0.947,1277.719113
9.0421,6952,Isoparvifuran,0.7859,M9-5,9,5,yf,1.03,6749.514563
